"Database","Source","Site_name","Site","Plot","Habitat_type","Habitat","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI"
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,11.6762,0.5586,0.5112,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,7.7183,0.3466,0.9357,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,6.8924,0.2889,0.7386,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,5.3514,0.2442,0.7953,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,3.4166,0.1858,0.9985,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,2.0896,0.143,1.3466,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,2.124,0.1152,1.3428,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,2.0547,0.1262,1.4416,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,1.2436,0,1.4884,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,0.504,0,1.5401,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,1.6601,0.1083,1.3071,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.725,1.775,1.091,0,1.1738,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,14.2387,0.6537,0.4352,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,8.3338,0.4434,0.4904,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,4.9691,0.2771,0.77,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,3.2654,0.1362,1.0433,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,1.6785,0.058,1.2078,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,30.5312,0.7379,1.4015,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,1.3894,0,1.2945,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,1.9028,0,1.2181,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,3.2445,0,1.6823,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,1.2162,0,1.5592,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,0.13,0,1.7406,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.3,1.35,0.617,0,1.544,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.725,1.775,1.2652,0,1.3495,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,21.5756,0.8396,0.2903,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,11.704,0.4904,0.4218,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,7.3627,0.3048,0.5869,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,5.0216,0.2434,0.8869,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,4.0278,0.2111,0.8319,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,2.8193,0.1975,1.2907,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,3.5327,0.2138,1.3947,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,2.3568,0.1853,1.6014,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,1.9498,0,1.6128,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,1.6805,0,1.5137,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,1.2747,0,1.5283,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.37,1.42,0.9673,0,0.9329,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.725,1.775,2.1916,0.0825,1.4122,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,2.225,2.275,1.6525,0.0571,1.4363,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,29.469,0.962,0.1973,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,23.827,0.807,0.2475,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,18.854,0.624,0.3129,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,19.052,0.624,0.3231,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,20.502,0.635,0.283,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,24.796,0.866,0.2239,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,24.035,0.931,0.2328,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,24.319,1.001,0.2149,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,22.97,0.958,0.2092,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,19.683,1.11,0.2663,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,26.4517,0.6491,0.264,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,17.1572,0.4736,0.3871,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.725,1.775,9.483,0.22,0.4101,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,2.1,2.15,17.127,0.443,0.3237,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,30.584,1.079,0.1446,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,29.238,0.916,0.1952,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,25.998,0.797,0.3117,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,24.734,0.783,0.2346,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,21.632,0.751,0.2434,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,17.696,0.64,0.3005,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,10.003,0.401,0.4029,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,9.179,0.383,0.4171,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,7.784,0.31,0.4691,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,7.948,0.316,0.4594,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.5,0.55,5.5437,0.1763,0.472,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.55,0.6,4.7831,0.1371,0.6353,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.6,0.65,5.9963,0.1729,0.4215,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.65,0.69,5.4051,0.1971,0.3458,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,25.7095,0.7665,0.2071,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,23.852,0.751,0.2298,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,23.359,0.754,0.2594,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,20.844,0.657,0.2594,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,25.255,0.627,0.2279,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,24.591,0.612,0.283,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,18.35,0.531,0.2776,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,15.282,0.471,0.3539,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,9.445,0.297,0.5348,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,9.154,0.269,0.451,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,19.929,0.563,0.3574,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.25,1.3,12.51,0.435,0.3556,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.725,1.775,9.0055,0.2847,0.4326,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,2.02,2.07,10.5484,0.3013,0.3647,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,31.369,1.027,0.2583,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,27.21,0.825,0.2421,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,32.775,1.167,0.3019,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,20.78,0.781,0.2788,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,21.071,0.796,0.2616,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,13.375,0.514,0.3489,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,9.472,0.388,0.4229,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,10.644,0.417,0.2949,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,10.256,0.451,0.2581,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.49,9.651,0.489,0.1944,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,29.329,1.026,0.189,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,26.225,0.939,0.2289,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,17.937,0.66,0.2982,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,20.077,0.683,0.2802,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,25.505,0.781,0.2778,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,25.865,0.767,0.2598,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,24.622,0.799,0.2551,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,22.184,0.775,0.2579,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,22.553,0.751,0.2404,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,22.827,1.038,0.2446,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.7,0.75,20.933,0.439,0.3973,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,17.378,0.486,0.2912,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,29.091,0.968,0.1886,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,27.853,0.846,0.2185,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,22.283,0.699,0.2997,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,23.012,0.74,0.3591,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,22.364,0.747,0.3183,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,17.4,0.639,0.2766,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,15.609,0.663,0.2697,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,15.905,0.672,0.1988,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,14.535,0.691,0.2229,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,17.722,0.845,0.2922,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,40.267,1.182,0.2339,NA
"CCN","Morrissette_et_al_2023","Gra Gra Lagoon",NA,NA,NA,"mangrove",NA,NA,NA,1.02,1.07,19.889,0.5537,0.28,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,30.8829,1.596,0.1229,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,33.4347,1.7762,0.1371,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,32.9372,1.6237,0.2388,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,23.1845,1.2611,0.1421,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,32.2157,1.6235,0.1616,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,35.2399,1.6135,0.1857,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,33.2865,1.5069,0.1892,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,34.3699,1.4632,0.2103,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,37.2688,1.5869,0.2169,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,38.0421,1.4035,0.2205,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.725,0.775,32.5666,1.3518,0.1649,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,31.283,1.3011,0.1545,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.63,1.68,13.7157,0.9437,0.1881,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,39.0447,1.7708,0.1442,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,36.3016,1.715,0.1466,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,33.1882,1.6211,0.1254,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,33.1526,1.5073,0.1371,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,29.207,1.26,0.176,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,36.3386,1.6866,0.2367,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,36.202,1.6792,0.2195,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,35.7033,1.5778,0.1945,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,33.6314,1.4499,0.1927,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,36.6948,1.7176,0.1972,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.85,0.9,35.2605,1.387,0.1901,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,29.2013,1.264,0.1677,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,39.5484,2.1031,0.1744,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,39.2058,2.0164,0.2033,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,34.6292,1.5463,0.218,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,31.1077,1.3498,0.1535,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,31.6688,1.1659,0.1955,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,32.6442,1.2097,0.2001,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,29.8674,1.2244,0.2021,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,33.4354,1.3204,0.1944,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,36.0391,1.2828,0.2231,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,35.1765,1.3211,0.1979,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.65,0.7,34.8145,1.432,0.2505,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,32.4615,1.4135,0.189,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,37.4042,1.8883,0.194,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,35.975,1.5316,0.1869,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,35.4125,1.2487,0.2082,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,31.4905,1.0837,0.2315,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,35.4274,1.2021,0.2061,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,32.6217,1.1389,0.1698,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,33.7146,1.0491,0.166,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,35.2965,1.0567,0.1561,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,35.2046,1.1199,0.1505,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,35.1252,0.9552,0.152,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.65,0.7,35.1584,1.1175,0.1428,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.15,1.2,30.8602,1.1686,0.1492,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.25,1.3,2.761,0.222,0.494,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,19.0498,0.7763,0.273,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,32.5383,1.2855,0.1631,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,31.2331,1.4176,0.1521,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,33.2037,1.4627,0.1762,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.2,0.25,36.3215,1.3802,0.2158,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.25,0.3,35.1867,1.2721,0.2204,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.3,0.35,33.3841,1.1688,0.2152,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.35,0.4,30.0815,0.9826,0.2165,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.4,0.45,37.1847,1.1687,0.1715,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.45,0.5,36.3502,1.1191,0.229,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.65,0.7,34.9289,1.0417,0.1569,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,1.225,1.275,32.4002,0.7106,0.1546,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0,0.05,37.6342,1.8425,0.1994,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.05,0.1,35.276,1.6021,0.1587,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.1,0.15,32.5362,1.5904,0.1584,NA
"CCN","Morrissette_et_al_2023","Channel Caye",NA,NA,NA,"mangrove",NA,NA,NA,0.15,0.2,33.7491,1.4112,0.1582,NA
