"Database","Source","study_id","study_site_core","site_id","Site","Plot","core_id","Habitat_type","Year_collected","Latitude","Longitude","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","DOI","Habitat","CN","centerdepth"
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_2","St Chila",NA,NA,"2","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,28.24,1.43,0.16,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.7482517482517,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_2","St Chila",NA,NA,"2","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,2.19,0.11,0.76,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.9090909090909,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_2","St Chila",NA,NA,"2","Mangroves",2012,"15.1800871","-86.8383125",0.5,1,9.45,0.28,0.55,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",33.75,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_2","St Chila",NA,NA,"2","Mangroves",2012,"15.1800871","-86.8383125",1,1.28,9.61,0.56,0.57,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",17.1607142857143,1.64
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_3","St Chila",NA,NA,"3","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,30.2,1.32,0.11,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.8787878787879,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_3","St Chila",NA,NA,"3","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,9.41,0.69,0.31,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",13.6376811594203,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_3","St Chila",NA,NA,"3","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,14.22,0.6,0.32,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.7,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_3","St Chila",NA,NA,"3","Mangroves",2012,"15.1800871","-86.8383125",0.5,1,15.24,0.41,0.42,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",37.1707317073171,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_3","St Chila",NA,NA,"3","Mangroves",2012,"15.1800871","-86.8383125",1,1.32,14.97,0.02,1.17,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",748.5,1.66
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_4","St Chila",NA,NA,"4","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,29.46,1.51,0.21,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.5099337748344,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_4","St Chila",NA,NA,"4","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,21,1.04,0.13,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.1923076923077,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_4","St Chila",NA,NA,"4","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,13.44,0.45,0.48,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",29.8666666666667,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_4","St Chila",NA,NA,"4","Mangroves",2012,"15.1800871","-86.8383125",0.5,1.53,16.12,0.54,0.41,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",29.8518518518519,1.265
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_5","St Chila",NA,NA,"5","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,32.05,1.43,0.11,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",22.4125874125874,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_5","St Chila",NA,NA,"5","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,16.63,1.2,0.11,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",13.8583333333333,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_5","St Chila",NA,NA,"5","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,17.96,0.59,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",30.4406779661017,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_5","St Chila",NA,NA,"5","Mangroves",2012,"15.1800871","-86.8383125",0.5,1,21.14,0.68,0.29,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",31.0882352941176,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_5","St Chila",NA,NA,"5","Mangroves",2012,"15.1800871","-86.8383125",1,1.61,19.46,0.51,0.3,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",38.156862745098,1.805
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_6","St Chila",NA,NA,"6","Mangroves",2012,"15.1800871","-86.8383125",0,0.15,25.4,1.21,0.15,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.9917355371901,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_6","St Chila",NA,NA,"6","Mangroves",2012,"15.1800871","-86.8383125",0.15,0.3,22.47,1.35,0.17,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",16.6444444444444,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_6","St Chila",NA,NA,"6","Mangroves",2012,"15.1800871","-86.8383125",0.3,0.5,19.29,0.65,0.25,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",29.6769230769231,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_St Chila_6","St Chila",NA,NA,"6","Mangroves",2012,"15.1800871","-86.8383125",0.5,1.63,10.03,0.32,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",31.34375,1.315
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_1","Las Palmas",NA,NA,"1","Mangroves",2012,"15.1648","-86.8278",0,0.15,2.41,0.21,0.6,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",11.4761904761905,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_1","Las Palmas",NA,NA,"1","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,0.97,0.05,1.13,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.4,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_1","Las Palmas",NA,NA,"1","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,0.68,0.05,1.03,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",13.6,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_1","Las Palmas",NA,NA,"1","Mangroves",2012,"15.1648","-86.8278",0.5,1.1,0.74,0.05,1.15,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",14.8,1.05
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_2","Las Palmas",NA,NA,"2","Mangroves",2012,"15.1648","-86.8278",0,0.15,3.59,0.17,0.99,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.1176470588235,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_2","Las Palmas",NA,NA,"2","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,0.71,0.05,1.23,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",14.2,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_2","Las Palmas",NA,NA,"2","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,1.69,0.08,1.25,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",21.125,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_2","Las Palmas",NA,NA,"2","Mangroves",2012,"15.1648","-86.8278",0.5,1.02,0.26,0.01,1.6,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",26,1.01
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_3","Las Palmas",NA,NA,"3","Mangroves",2012,"15.1648","-86.8278",0,0.15,3.04,0.23,0.71,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",13.2173913043478,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_3","Las Palmas",NA,NA,"3","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,1.13,0.08,1.13,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",14.125,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_3","Las Palmas",NA,NA,"3","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,0.9,0.05,1.06,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",18,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_3","Las Palmas",NA,NA,"3","Mangroves",2012,"15.1648","-86.8278",0.5,1.15,0.26,0.01,1.26,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",26,1.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_4","Las Palmas",NA,NA,"4","Mangroves",2012,"15.1648","-86.8278",0,0.15,5.9,0.29,0.65,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",20.3448275862069,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_4","Las Palmas",NA,NA,"4","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,1.04,0.08,1.06,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",13,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_4","Las Palmas",NA,NA,"4","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,1.21,0.07,0.89,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",17.2857142857143,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_4","Las Palmas",NA,NA,"4","Mangroves",2012,"15.1648","-86.8278",0.5,1.21,0.42,0.03,0.99,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",14,1.105
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_5","Las Palmas",NA,NA,"5","Mangroves",2012,"15.1648","-86.8278",0,0.15,4.96,0.44,0.63,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",11.2727272727273,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_5","Las Palmas",NA,NA,"5","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,1.48,0.09,1.01,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",16.4444444444444,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_5","Las Palmas",NA,NA,"5","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,1.01,0.06,1.18,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",16.8333333333333,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_5","Las Palmas",NA,NA,"5","Mangroves",2012,"15.1648","-86.8278",0.5,1.06,1.72,0.05,1.6,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",34.4,1.03
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_6","Las Palmas",NA,NA,"6","Mangroves",2012,"15.1648","-86.8278",0,0.15,9.38,0.62,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",15.1290322580645,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_6","Las Palmas",NA,NA,"6","Mangroves",2012,"15.1648","-86.8278",0.15,0.3,3.6,0.22,0.63,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",16.3636363636364,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_6","Las Palmas",NA,NA,"6","Mangroves",2012,"15.1648","-86.8278",0.3,0.5,1.75,0.09,1.35,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",19.4444444444444,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Las Palmas_6","Las Palmas",NA,NA,"6","Mangroves",2012,"15.1648","-86.8278",0.5,1.37,2.08,0.09,1.24,"https://bg.copernicus.org/articles/12/3805/2015/","mangrove",23.1111111111111,1.185
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_1","Tular",NA,NA,"1","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,0.78,0.14,0.77,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",5.57142857142857,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_1","Tular",NA,NA,"1","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,2.77,0.3,0.6,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",9.23333333333333,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_1","Tular",NA,NA,"1","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,12.54,0.52,0.54,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",24.1153846153846,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_1","Tular",NA,NA,"1","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,1.73,0.15,0.8,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",11.5333333333333,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_2","Tular",NA,NA,"2","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,9.17,0.69,0.3,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",13.2898550724638,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_2","Tular",NA,NA,"2","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,12.4,0.73,0.3,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",16.986301369863,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_2","Tular",NA,NA,"2","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,27.68,1.4,0.2,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",19.7714285714286,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_2","Tular",NA,NA,"2","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,4.46,0.29,0.54,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",15.3793103448276,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_3","Tular",NA,NA,"3","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,14.56,1.1,0.1,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",13.2363636363636,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_3","Tular",NA,NA,"3","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,2.3,0.24,0.6,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",9.58333333333333,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_3","Tular",NA,NA,"3","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,4.75,0.28,0.62,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",16.9642857142857,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_3","Tular",NA,NA,"3","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,3.17,0.18,0.7,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",17.6111111111111,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_4","Tular",NA,NA,"4","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,22.3,1.51,0.14,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",14.7682119205298,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_4","Tular",NA,NA,"4","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,1.66,0.24,0.61,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",6.91666666666667,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_4","Tular",NA,NA,"4","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,5.02,0.28,0.7,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",17.9285714285714,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_4","Tular",NA,NA,"4","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,6.17,0.36,0.4,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",17.1388888888889,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_5","Tular",NA,NA,"5","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,27.77,2.17,0.12,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",12.7972350230415,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_5","Tular",NA,NA,"5","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,7.27,0.6,0.33,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",12.1166666666667,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_5","Tular",NA,NA,"5","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,15.98,0.76,0.59,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",21.0263157894737,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_5","Tular",NA,NA,"5","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,6.34,0.31,0.61,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",20.4516129032258,1
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_6","Tular",NA,NA,"6","Hyposaline marsh",2012,"15.0321","-92.7081",0,0.15,12.78,0.99,0.32,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",12.9090909090909,0.075
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_6","Tular",NA,NA,"6","Hyposaline marsh",2012,"15.0321","-92.7081",0.15,0.3,4.35,0.41,0.63,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",10.609756097561,0.3
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_6","Tular",NA,NA,"6","Hyposaline marsh",2012,"15.0321","-92.7081",0.3,0.5,11.5,0.69,0.52,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",16.6666666666667,0.55
"Maxwell",NA,"Adame et al. 2015","Adame et al. 2015_Tular_6","Tular",NA,NA,"6","Hyposaline marsh",2012,"15.0321","-92.7081",0.5,1,2.29,0.19,0.49,"https://bg.copernicus.org/articles/12/3805/2015/","marsh",12.0526315789474,1
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10002","Site 1_Torrens Island ",NA,NA,"T10002","Tidal marsh",2016,"34.78475","138.5200833",0,0.1,7.660565668,0.563711402,0.561419062,"https://doi.org/10.1071/SR20040","marsh",13.5895169776963,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10003","Site 1_Torrens Island ",NA,NA,"T10003","Tidal marsh",2016,"34.78475","138.5200833",0,0.1,8.031453245,0.601514106,0.411614472,"https://doi.org/10.1071/SR20040","marsh",13.352061348001,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10004","Site 1_Torrens Island ",NA,NA,"T10004","Tidal marsh",2016,"34.78475","138.5200833",0,0.1,6.818496374,0.548177118,0.576737725,"https://doi.org/10.1071/SR20040","marsh",12.4384914110917,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10005","Site 1_Torrens Island ",NA,NA,"T10005","Mangrove",2016,"34.78475","138.5200833",0,0.1,2.077922084,0.169733915,0.823228943,"https://doi.org/10.1071/SR20040","mangrove",12.2422326969834,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10006","Site 1_Torrens Island ",NA,NA,"T10006","Mangrove",2016,"34.78475","138.5200833",0,0.1,7.812557685,0.679289026,0.334026437,"https://doi.org/10.1071/SR20040","mangrove",11.5010803737024,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10007","Site 1_Torrens Island ",NA,NA,"T10007","Mangrove",2016,"34.78475","138.5200833",0,0.1,6.664214409,0.548563723,0.365459538,"https://doi.org/10.1071/SR20040","mangrove",12.1484781613968,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T10008","Site 1_Torrens Island ",NA,NA,"T10008","Mangrove",2016,"34.78475","138.5200833",0,0.1,4.111067674,0.319984093,0.684366255,"https://doi.org/10.1071/SR20040","mangrove",12.8477251336366,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20001","Site 1_Torrens Island ",NA,NA,"T20001","Tidal marsh",2016,"34.78488889","138.5201667",0,0.1,8.596243975,0.692862962,0.478260604,"https://doi.org/10.1071/SR20040","marsh",12.4068458648537,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20002","Site 1_Torrens Island ",NA,NA,"T20002","Tidal marsh",2016,"34.78488889","138.5201667",0,0.1,8.833608149,0.747314256,0.358297566,"https://doi.org/10.1071/SR20040","marsh",11.820473218699,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20003","Site 1_Torrens Island ",NA,NA,"T20003","Tidal marsh",2016,"34.78488889","138.5201667",0,0.1,7.548323509,0.577825404,0.471695463,"https://doi.org/10.1071/SR20040","marsh",13.0633292630381,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20004","Site 1_Torrens Island ",NA,NA,"T20004","Tidal marsh",2016,"34.78488889","138.5201667",0,0.1,5.577634591,0.456313166,0.555251808,"https://doi.org/10.1071/SR20040","marsh",12.2232602663935,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20005","Site 1_Torrens Island ",NA,NA,"T20005","Mangrove",2016,"34.78488889","138.5201667",0,0.1,7.738993037,0.632876918,0.414399683,"https://doi.org/10.1071/SR20040","mangrove",12.2282750672225,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20006","Site 1_Torrens Island ",NA,NA,"T20006","Mangrove",2016,"34.78488889","138.5201667",0,0.1,5.860065848,0.488975329,0.490197225,"https://doi.org/10.1071/SR20040","mangrove",11.9843793755083,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20007","Site 1_Torrens Island ",NA,NA,"T20007","Mangrove",2016,"34.78488889","138.5201667",0,0.1,4.690501688,0.412546845,0.553063427,"https://doi.org/10.1071/SR20040","mangrove",11.3696220074111,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T20008","Site 1_Torrens Island ",NA,NA,"T20008","Mangrove",2016,"34.78488889","138.5201667",0,0.1,3.948225191,0.345683771,0.571963077,"https://doi.org/10.1071/SR20040","mangrove",11.4214942158798,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30001","Site 1_Torrens Island ",NA,NA,"T30001","Tidal marsh",2016,"34.78491667","138.5201389",0,0.1,9.434004543,0.718023196,0.375207778,"https://doi.org/10.1071/SR20040","marsh",13.138857624037,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30002","Site 1_Torrens Island ",NA,NA,"T30002","Tidal marsh",2016,"34.78491667","138.5201389",0,0.1,8.516014564,0.653176882,0.42772891,"https://doi.org/10.1071/SR20040","marsh",13.0378382926296,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30003","Site 1_Torrens Island ",NA,NA,"T30003","Tidal marsh",2016,"34.78491667","138.5201389",0,0.1,8.060766672,0.644124579,0.422954261,"https://doi.org/10.1071/SR20040","marsh",12.5142975983222,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30004","Site 1_Torrens Island ",NA,NA,"T30004","Tidal marsh",2016,"34.78491667","138.5201389",0,0.1,5.476846769,0.437489329,0.490992999,"https://doi.org/10.1071/SR20040","marsh",12.5188122451325,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30005","Site 1_Torrens Island ",NA,NA,"T30005","Mangrove",2016,"34.78491667","138.5201389",0,0.1,2.55659058,0.206426522,0.782047602,"https://doi.org/10.1071/SR20040","mangrove",12.3849908201234,0.05
"Maxwell",NA,"Asanopouos_et_al_2021","Asanopouos_et_al_2021_Site 1_Torrens Island _T30006","Site 1_Torrens Island ",NA,NA,"T30006","Mangrove",2016,"34.78491667","138.5201389",0,0.1,6.867742063,0.544039133,0.445434897,"https://doi.org/10.1071/SR20040","mangrove",12.6236177628053,0.05
